acct_no,equip_status,count_of_latecharge,core_programming,all_star,payment_method,line_of_business,commitment,core_international,tenure,credit_score,trds_mop_equal_2_or_gt_num,tot_amt_now_past_due_amt,bill1,bill2,bill3,bill4,bill5,curr_bal,dish_restart_flag,no_of_receivers,total_devices,total_equip_charge_amt
8255909804503594,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,148,575,                 .96,                 .00,1036.56,1036.56,1036.56,1036.56,1036.56,181.34,NULL,3.0,2,500.0
8255909804503842,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,572,635,                 .60,              201.70,27.72,27.72,27.72,27.72,27.72,23.16,NULL,1.0,1,200.0
8255909804507892,RETURNED,2,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,188,565,                 .88,                 .00,525.6,525.6,525.6,525.6,525.6,237.6,NULL,2.0,1,200.0
8255909804509294,RETURNED,1,OTHER PROGRAMMING,3_Star,Standard Billing,DSL with Video,0, NA,516,585,                 .45,               79.75,142.9,142.9,142.9,142.9,142.9,260.86,NULL,2.0,2,400.0
8255909804510250,UNRESOLVED,3,AT 200,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,390,555,                 .55,              316.07,878.97,878.97,878.97,878.97,878.97,223.77,NULL,3.0,3,600.0
8255909804512942,RETURNED,1,AT 120,1_Star,Standard Billing,DSL and Telephone with Video,0, NA,146,535,                 .73,               94.27,1251.69,1251.69,1251.69,1251.69,1251.69,1166.65,NULL,1.0,1,200.0
8255909804514153,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,766,0,                 .24,              187.97,430.29,430.29,430.29,430.29,430.29,176.2,NULL,1.0,1,400.0
8255909804515846,RETURNED,2,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,197,605,                1.54,               24.40,594.93,594.93,594.93,594.93,594.93,383.14,NULL,3.0,3,600.0
8255909804519061,ACE COLLECTED,5,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,546,0,                1.40,                 .00,794.87,794.87,794.87,794.87,794.87,254.7,NULL,3.0,1,300.0
8255909804519145,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,147,595,                 .08,                 .00,409.39,409.39,409.39,409.39,409.39,229.39,NULL,2.0,2,500.0
8255909804519152,NO CHARGE-SYSTEM WAIVED,2,Welcome Pack,1_Star,Standard Billing,DSL with Video,0, NA,482,625,                 .21,               22.34,969.15,969.15,969.15,969.15,969.15,590.1,NULL,2.0,1,100.0
8255909804519152,UNRESOLVED,2,Welcome Pack,1_Star,Standard Billing,DSL with Video,0, NA,482,625,                 .21,               22.34,969.15,969.15,969.15,969.15,969.15,590.1,NULL,2.0,1,400.0
8255909804521448,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,511,755,                1.08,                 .00,0.0,0.0,0.0,0.0,0.0,380.46,NULL,4.0,4,700.0
8255909804521901,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,415,615,                 .85,              213.93,472.59,472.59,472.59,472.59,472.59,426.53,NULL,4.0,3,600.0
8255909804524442,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,334,615,                 .82,              236.35,511.77,511.77,511.77,511.77,511.77,235.17,NULL,3.0,3,600.0
8255909804525175,NO CHARGE-SYSTEM WAIVED,4,Latino Dos,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,197,565,                1.25,              239.25,939.78,939.78,939.78,939.78,939.78,371.12,NULL,2.0,2,600.0
8255909804525175,UNRESOLVED,4,Latino Dos,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,197,565,                1.25,              239.25,939.78,939.78,939.78,939.78,939.78,371.12,NULL,2.0,1,300.0
8255909804525647,UNRESOLVED,1,AT 120+,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,87,555,                 .84,              193.22,817.13,817.13,817.13,817.13,817.13,289.66,NULL,2.0,2,400.0
8255909804525803,UNRESOLVED,5,AT 250,1_Star,Standard Billing,Video Only,1, NA,1513,0,                 .56,               63.05,496.99,496.99,496.99,496.99,496.99,322.01,NULL,1.0,1,300.0
8255909804526405,RETURNED,2,Welcome Pack,3_Star,Standard Billing,Video Only,1, NA,248,665,                 .51,                 .00,0.0,0.0,0.0,0.0,0.0,63.43,NULL,1.0,1,400.0
8255909804529003,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,726,685,                 .57,              104.24,388.84,388.84,388.84,388.84,388.84,268.22,NULL,1.0,1,300.0
8255909804531678,UNRESOLVED,1,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, NA,857,625,                 .35,               40.39,211.09,422.19,422.19,422.19,422.19,123.73,NULL,1.0,1,200.0
8255909804532510,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Recurring Credit Card,Video Only,0, NA,102,565,                1.58,               46.83,1072.02,1072.02,1072.02,1072.02,1072.02,191.25,NULL,3.0,3,600.0
8255909804532627,UNRESOLVED,0,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,23,725,                 .44,                 .00,1491.83,1491.83,1491.83,1491.83,1491.83,-4.86,NULL,4.0,4,700.0
8255909804535414,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,389,655,                 .94,                7.87,495.74,495.74,495.74,495.74,495.74,236.22,NULL,1.0,1,200.0
8255909804535646,RETURNED,2,AT 250,1_Star,Standard Billing,Video Only,1, NA,428,685,                 .44,                 .00,0.0,0.0,0.0,0.0,0.0,272.57,NULL,3.0,3,600.0
8255909804536289,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,294,605,                 .34,               12.82,950.99,950.99,950.99,950.99,950.99,408.83,NULL,2.0,2,500.0
8255909804536750,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Video Only,1, NA,54,575,                 .38,              480.00,1013.76,1013.76,1013.76,1013.76,1013.76,235.82,NULL,2.0,2,500.0
8255909804539598,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,574,0,                 .35,               29.39,0.0,0.0,0.0,0.0,0.0,31.66,NULL,1.0,1,400.0
8255909804548888,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,484,565,                 .26,                 .00,755.84,755.84,755.84,755.84,755.84,473.1,NULL,3.0,1,200.0
8255909804549589,RETURNED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,359,565,                 .00,                 .00,0.0,0.0,0.0,0.0,0.0,202.22,NULL,2.0,2,500.0
8255909804549837,RETURNED,1,Welcome Pack,2_Star,Standard Billing,Video Only,1, NA,735,625,                 .84,              163.52,0.0,0.0,0.0,0.0,0.0,73.88,NULL,1.0,1,400.0
8255909804551536,RETURNED,4,AT 120,1_Star,Standard Billing,Video Only,0, NA,1077,595,                 .89,               66.03,128.84,128.84,128.84,128.84,128.84,175.96,NULL,1.0,1,400.0
8255909804553409,UNRESOLVED,3,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,574,685,                 .25,               67.17,316.77,316.77,316.77,316.77,316.77,72.52,NULL,1.0,1,300.0
8255909804557723,RETURNED,2,Smart Pack,1_Star,Standard Billing,Video Only,0, NA,755,695,                 .05,                 .00,0.0,0.0,0.0,0.0,0.0,162.87,NULL,2.0,2,500.0
8255909804559570,RETURNED,2,AT 120,3_Star,Standard Billing,Video Only,1, CORE INTERNATIONAL,1180,645,                1.00,                 .00,0.0,0.0,0.0,0.0,0.0,139.7,NULL,1.0,1,300.0
8255909804562046,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,462,655,                 .29,                 .00,334.74,334.74,334.74,334.74,334.74,199.78,NULL,3.0,1,200.0
8255909804562319,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,56,565,                 .62,               20.95,621.58,621.58,621.58,621.58,621.58,137.11,NULL,3.0,2,500.0
8255909804565163,RETURNED,2,Latino Max,1_Star,Standard Billing,Video Only,1, NA,698,645,                 .75,               52.88,0.0,0.0,0.0,0.0,0.0,297.65,NULL,3.0,3,700.0
8255909804565411,UNRESOLVED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,325,555,                1.40,                 .00,655.51,655.51,655.51,655.51,655.51,298.13,NULL,1.0,1,200.0
8255909804566351,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,441,565,                 .00,                 .00,514.31,514.31,514.31,514.31,514.31,268.45,NULL,1.0,1,200.0
8255909804566377,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,514,635,                1.35,                 .00,0.0,0.0,0.0,0.0,74.4,332.51,NULL,2.0,1,400.0
8255909804567672,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,329,635,                 .44,              188.89,345.03,345.03,345.03,345.03,345.03,146.4,NULL,2.0,2,500.0
8255909804571039,UNRESOLVED,2,AT 200,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,209,565,                1.05,              473.21,704.4,704.4,704.4,704.4,704.4,197.44,NULL,1.0,1,300.0
8255909804572565,UNRESOLVED,1,Welcome Pack,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,369,565,                 .47,                 .00,842.26,842.26,842.26,842.26,842.26,413.5,NULL,2.0,1,400.0
8255909804573514,RETURNED,5,AT 200,1_Star,Standard Billing,Video Only,0, NA,1121,625,                 .90,               37.29,124.58,124.58,124.58,124.58,124.58,271.24,NULL,4.0,4,700.0
8255909804574116,UNRESOLVED,1,Americas Everything Pack,2_Star,Standard Billing,Video Only,0, NA,254,555,                 .79,               28.48,720.25,720.25,720.25,720.25,720.25,333.09,NULL,2.0,2,500.0
8255909804574322,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,147,565,                1.37,              447.16,1006.95,1006.95,1006.95,1006.95,1006.95,203.42,NULL,2.0,2,500.0
8255909804574405,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, CORE INTERNATIONAL,816,555,                 .53,               40.27,44.72,44.72,44.72,44.72,44.72,40.0,NULL,1.0,1,300.0
8255909804575386,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,1, NA,968,555,                 .56,              110.29,180.13,180.13,180.13,180.13,180.13,370.1,NULL,3.0,3,600.0
8255909804577069,UNRESOLVED,4,Latino Dos,1_Star,Standard Billing,Video Only,1, NA,407,575,                 .81,              140.23,929.35,929.35,929.35,929.35,929.35,389.1,NULL,2.0,2,500.0
8255909804578653,UNRESOLVED,3,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,405,635,                 .19,                8.21,562.53,562.53,562.53,562.53,562.53,89.55,NULL,1.0,1,300.0
8255909804578679,RETURNED,1,AT 250,1_Star,Standard Billing,DSL with Video,0, NA,361,655,                 .35,                 .00,748.93,748.93,748.93,748.93,748.93,441.97,NULL,1.0,1,400.0
8255909804579529,RETURNED,1,AT 200,3_Star,Standard Billing,Video Only,1, NA,492,625,                1.60,              102.00,0.0,0.0,0.0,0.0,0.0,307.96,NULL,3.0,3,600.0
8255909804579859,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,131,585,                 .38,              265.08,541.89,541.89,541.89,541.89,541.89,180.58,NULL,3.0,3,600.0
8255909804581251,MANUALLY ADJUSTED,3,Welcome Pack,2_Star,Standard Billing,Video Only,0, NA,876,615,                 .91,              107.85,547.53,547.53,547.53,547.53,547.53,284.51,NULL,1.0,1,300.0
8255909804582036,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,129,0,                 .57,               71.74,632.61,632.61,632.61,632.61,632.61,285.22,NULL,3.0,3,600.0
8255909804582440,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,364,0,                 .76,               51.11,0.0,0.0,0.0,0.0,411.05,205.14,NULL,1.0,1,400.0
8255909804583372,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,1, NA,1392,625,                 .59,               19.36,0.0,0.0,0.0,0.0,0.0,169.57,NULL,1.0,1,300.0
8255909804584248,UNRESOLVED,3,AT 200,1_Star,Standard Billing,Video Only,0, NA,571,565,                 .58,               90.58,830.35,830.35,830.35,830.35,830.35,265.57,NULL,3.0,2,500.0
8255909804584917,RETURNED,2,Smart Pack,2_Star,Standard Billing,Video Only,1, NA,283,645,                 .56,               55.60,0.0,0.0,0.0,0.0,0.0,47.68,NULL,1.0,1,200.0
8255909804585849,RETURNED,6,Latino Plus,4_Star,Recurring Credit Card,Video Only,1, NA,1610,585,                 .33,                5.44,79.24,79.24,79.24,79.24,79.24,175.4,NULL,3.0,2,500.0
8255909804586524,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,420,0,                 .70,               49.58,313.45,313.45,313.45,313.45,313.45,235.12,NULL,2.0,2,500.0
8255909804589510,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,339,0,                1.77,               77.69,655.89,655.89,655.89,655.89,655.89,192.34,NULL,1.0,1,300.0
8255909804591425,UNRESOLVED,2,Latino Plus,1_Star,Standard Billing,Video Only,0, NA,223,545,                 .67,             1185.98,591.43,591.43,591.43,591.43,591.43,135.92,NULL,1.0,1,200.0
8255909804591466,RETURNED,1,Dish America,3_Star,Standard Billing,Video Only,0, NA,2252,695,                 .38,                 .00,0.0,0.0,0.0,0.0,0.0,127.98,NULL,2.0,2,500.0
8255909804592993,UNRESOLVED,2,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,85,575,                 .03,                 .00,597.63,597.63,597.63,597.63,597.63,146.04,NULL,1.0,1,200.0
8255909804593363,RETURNED,1,Welcome Pack,1_Star,Standard Billing,Video Only,1, NA,584,645,                 .64,              174.93,182.91,182.91,182.91,182.91,182.91,78.2,NULL,2.0,2,500.0
8255909804595137,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,117,545,                 .74,              147.66,1101.05,1101.05,1101.05,1101.05,1101.05,294.06,NULL,3.0,1,400.0
8255909804595392,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,393,625,                 .52,               30.94,297.23,297.23,297.23,297.23,297.23,52.58,NULL,3.0,3,600.0
8255909804597968,UNRESOLVED,5,Latino Dos,1_Star,Standard Billing,Video Only,1, NA,582,0,                 .47,              114.54,0.0,0.0,0.0,0.0,0.0,151.5,NULL,2.0,2,200.0
8255909804599311,UNRESOLVED,1,AT 120,3_Star,Standard Billing,Video Only,0, NA,582,685,                1.21,               38.74,359.41,359.41,359.41,359.41,359.41,175.42,NULL,2.0,2,200.0
8255909804601463,UNRESOLVED,0,UNKNOWN,1_Star,Standard Billing,NOT AVAILABLE,0, NA,490,545,                 .58,                 .00,985.16,985.16,985.16,985.16,985.16,170.77,NULL,0.0,2,500.0
8255909804603477,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,102,545,                1.79,                7.42,1218.47,1218.47,1218.47,584.49,584.49,267.68,NULL,4.0,3,600.0
8255909804606553,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,1, NA,193,635,                 .90,              122.90,1015.01,1015.01,1015.01,1015.01,1015.01,233.3,NULL,2.0,2,500.0
8255909804607064,UNRESOLVED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, CORE INTERNATIONAL,733,625,                 .55,               39.03,714.26,714.26,714.26,714.26,714.26,225.34,NULL,4.0,3,600.0
8255909804608229,UNRESOLVED,1,AT 120,1_Star,Recurring Credit Card,Video Only,1, NA,390,685,                 .65,               99.59,646.77,646.77,646.77,646.77,646.77,208.32,NULL,1.0,1,400.0
8255909804608336,RETURNED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, CORE INTERNATIONAL,1109,625,                 .54,              109.41,0.0,0.0,0.0,0.0,0.0,287.94,NULL,4.0,4,700.0
8255909804610357,UNRESOLVED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,422,655,                 .40,               68.13,541.03,541.03,541.03,541.03,541.03,46.95,NULL,1.0,1,300.0
8255909804611447,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Wildblue with Video ,0, NA,391,575,                 .00,                 .00,1079.12,1079.12,1079.12,1079.12,1079.12,339.38,NULL,1.0,3,770.0
8255909804612643,UNRESOLVED,10,Latino Max,1_Star,Standard Billing,Video Only,0, NA,421,545,                1.42,               31.44,900.66,900.66,900.66,900.66,900.66,346.46,NULL,2.0,1,400.0
8255909804617386,UNRESOLVED,3,AT 120+,1_Star,Standard Billing,Wildblue with Video ,0, NA,483,665,                 .38,               77.25,765.79,765.79,765.79,765.79,765.79,202.22,NULL,2.0,3,570.0
8255909804618764,RETURNED,1,AT 250,1_Star,Standard Billing,DSL with Video,0, NA,468,0,                1.02,               37.51,804.78,804.78,804.78,804.78,804.78,689.2,NULL,6.0,6,1200.0
8255909804619390,RETURNED,3,Latino Max,1_Star,Standard Billing,Video Only,1, NA,1211,645,                 .29,               26.97,0.0,0.0,0.0,0.0,0.0,253.41,NULL,2.0,2,400.0
8255909804622691,UNRESOLVED,0,Latino Max,2_Star,Standard Billing,Video Only,1, NA,29,665,                 .07,                 .00,1184.05,1184.05,1184.05,1184.05,1184.05,126.19,NULL,3.0,3,600.0
8255909804623947,ACE COLLECTED,1,OTHER PROGRAMMING,2_Star,Standard Billing,Wildblue Only   ,0, NA,56,705,                 .64,               91.03,0.0,0.0,0.0,0.0,0.0,148.36,NULL,0.0,2,370.0
8255909804624119,RETURNED,2,Smart Pack,1_Star,Standard Billing,Video Only,0, NA,576,655,                2.69,               21.77,111.51,111.51,111.51,111.51,111.51,143.2,NULL,1.0,1,400.0
8255909804624317,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Wildblue with Video ,1, NA,837,615,                1.06,              146.53,0.0,0.0,0.0,0.0,0.0,386.36,NULL,4.0,3,570.0
8255909804625710,RETURNED,2,AT 250,2_Star,Standard Billing,Video Only,0, NA,278,635,                 .42,               77.74,154.75,154.75,154.75,154.75,154.75,175.15,NULL,2.0,2,500.0
8255909804627740,RETURNED,1,Latino Plus,1_Star,Standard Billing,DSL with Video,0, NA,577,575,                 .84,               23.24,522.74,522.74,522.74,522.74,522.74,451.57,NULL,3.0,3,600.0
8255909804631882,UNRESOLVED,2,Dish Mexico,1_Star,Standard Billing,Video Only,0, NA,893,645,                1.35,                 .00,536.92,536.92,536.92,536.92,536.92,120.46,NULL,3.0,3,600.0
8255909804632690,UNRESOLVED,5,AT 120,1_Star,Standard Billing,Video Only,1, NA,1119,635,                1.88,              240.44,356.6,356.6,356.6,356.6,356.6,132.5,NULL,1.0,1,300.0
8255909804632930,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,177,545,                1.94,              830.06,459.9,459.9,459.9,459.9,459.9,297.52,NULL,3.0,1,300.0
8255909804636253,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,186,0,                 .57,               38.91,549.78,549.78,549.78,549.78,549.78,201.51,NULL,1.0,1,300.0
8255909804639273,ACE COLLECTED,0,Latino Dos,2_Star,Standard Billing,Video Only,1, NA,312,635,                 .50,                 .00,1422.8,1422.8,1422.8,1422.8,1422.8,662.23,NULL,4.0,3,600.0
8255909804639398,RETURNED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,421,585,                 .61,               76.74,294.57,294.57,294.57,294.57,294.57,189.78,NULL,1.0,1,300.0
8255909804641725,RETURNED,2,AT 200,2_Star,Standard Billing,Video Only,0, NA,341,0,                 .86,                 .00,0.0,0.0,0.0,0.0,0.0,246.8,NULL,2.0,2,500.0
8255909804642376,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,443,695,                1.62,               77.73,704.85,704.85,704.85,704.85,704.85,249.44,NULL,2.0,1,300.0
8255909804643861,UNRESOLVED,3,AT 200,1_Star,Standard Billing,Video Only,0, NA,352,0,                1.53,              118.00,862.73,862.73,862.73,862.73,862.73,237.22,NULL,2.0,2,500.0
8255909804644083,UNRESOLVED,2,Latino Max,1_Star,Standard Billing,Video Only,0, NA,391,0,                 .67,               75.30,1057.74,1057.74,1057.74,1057.74,1057.74,249.66,NULL,5.0,3,600.0
8255909804645197,RETURNED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,334,675,                 .47,              613.21,0.0,0.0,0.0,0.0,0.0,286.42,NULL,3.0,3,600.0
8255909804646179,RETURNED,1,AT 250,1_Star,Standard Billing,Wildblue with Video ,0, NA,543,605,                 .57,               24.79,559.48,559.48,559.48,559.48,559.48,433.86,NULL,4.0,4,820.0
8255909804646179,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Wildblue with Video ,0, NA,543,605,                 .57,               24.79,559.48,559.48,559.48,559.48,559.48,433.86,NULL,4.0,1,150.0
8255909804646732,UNRESOLVED,3,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,488,535,                 .73,              106.44,1006.74,1006.74,1006.74,1006.74,1006.74,196.99,NULL,4.0,3,600.0
8255909804649611,UNRESOLVED,1,AT 120,1_Star,Recurring Credit Card,DSL and Telephone with Video,0, CORE INTERNATIONAL,102,555,                 .50,               11.11,1107.95,1107.95,1107.95,1107.95,1107.95,495.87,NULL,1.0,1,300.0
8255909804650338,RETURNED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,964,0,                 .65,               37.74,283.36,283.36,283.36,283.36,283.36,302.24,NULL,3.0,3,600.0
8255909804653886,RETURNED,1,Latino Dos,1_Star,Standard Billing,DSL with Video,0, NA,1109,575,                 .92,              129.25,413.07,413.07,413.07,413.07,413.07,425.9,NULL,3.0,3,600.0
8255909804654306,UNRESOLVED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,825,565,                 .64,              346.73,608.11,608.11,608.11,608.11,608.11,245.31,NULL,2.0,1,400.0
8255909804654439,RETURNED,1,Dish Mexico,1_Star,Standard Billing,Video Only,0, NA,756,685,                 .54,               30.32,70.54,70.54,70.54,70.54,70.54,111.44,NULL,4.0,3,600.0
8255909804658034,RETURNED,2,Welcome Pack,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,633,655,                1.36,              976.93,0.0,0.0,0.0,0.0,0.0,126.17,NULL,2.0,2,500.0
8255909804659768,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,186,565,                 .17,                2.92,1172.92,1172.92,1172.92,1172.92,1172.92,290.78,NULL,3.0,3,600.0
8255909804660790,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,1, NA,1090,555,                 .30,               37.21,440.14,440.14,440.14,440.14,440.14,255.2,NULL,1.0,1,400.0
8255909804660956,UNRESOLVED,1,AT 200,2_Star,Standard Billing,Video Only,0, NA,86,595,                 .10,                 .00,1045.07,1045.07,1045.07,1045.07,1045.07,244.64,NULL,2.0,2,500.0
8255909804661277,RETURNED,1,Dish America,1_Star,Standard Billing,Video Only,1, NA,602,0,                1.25,              471.92,84.25,84.25,84.25,84.25,84.25,165.42,NULL,2.0,2,500.0
8255909804662093,UNRESOLVED,2,Latino Dos,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,72,585,                 .60,               21.01,1175.05,1175.05,1175.05,1175.05,1175.05,249.03,NULL,3.0,3,600.0
8255909804663307,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,391,675,                 .51,               15.72,1227.35,1227.35,1227.35,1227.35,1227.35,336.46,NULL,3.0,3,600.0
8255909804664040,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,240,575,                1.07,              151.88,767.02,767.02,767.02,767.02,767.02,314.63,NULL,1.0,1,400.0
8255909804664677,UNRESOLVED,2,AT 200,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,253,605,                 .80,                 .00,800.96,800.96,800.96,800.96,800.96,216.02,NULL,1.0,1,400.0
8255909804668496,RETURNED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,876,615,                 .48,               34.96,0.0,0.0,0.0,0.0,0.0,188.05,NULL,3.0,3,600.0
8255909804670617,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,1, NA,1059,655,                1.04,              396.03,0.0,0.0,0.0,0.0,0.0,270.31,NULL,1.0,1,300.0
8255909804673280,RETURNED,2,Smart Pack,1_Star,Standard Billing,Video Only,1, NA,584,575,                 .89,              358.43,263.4,263.4,263.4,263.4,263.4,212.22,NULL,2.0,2,500.0
8255909804673769,RETURNED,3,AT 120,1_Star,Standard Billing,Video Only,1, NA,420,685,                 .41,               23.80,464.73,464.73,464.73,464.73,464.73,196.75,NULL,2.0,1,400.0
8255909804673769,UNRESOLVED,3,AT 120,1_Star,Standard Billing,Video Only,1, NA,420,685,                 .41,               23.80,464.73,464.73,464.73,464.73,464.73,196.75,NULL,2.0,1,100.0
8255909804677653,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,1129,695,                 .40,                 .00,166.44,166.44,166.44,166.44,166.44,230.86,NULL,3.0,3,600.0
8255909804678412,RETURNED,6,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,431,565,                 .72,               44.92,292.09,292.09,292.09,292.09,292.09,184.56,NULL,4.0,1,300.0
8255909804678743,UNRESOLVED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,466,555,                 .31,                 .00,918.55,918.55,918.55,918.55,918.55,425.27,NULL,4.0,1,400.0
8255909804679683,UNRESOLVED,3,Smart Pack,1_Star,Standard Billing,Video Only,0, NA,555,585,                 .50,               30.00,726.05,726.05,726.05,726.05,726.05,228.05,NULL,2.0,2,500.0
8255909804680764,RETURNED,3,Americas Everything Pack,5_Star,Standard Billing,DSL with Video,0, NA,1554,635,                1.78,              180.25,400.77,400.77,400.77,400.77,400.77,504.76,NULL,3.0,3,800.0
8255909804681358,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,137,545,                1.77,               77.69,827.92,827.92,827.92,827.92,827.92,214.89,NULL,1.0,1,400.0
8255909804682406,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Wildblue with Video ,0, NA,481,665,                 .70,                 .00,0.0,0.0,0.0,0.0,0.0,291.34,NULL,2.0,3,670.0
8255909804682828,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,339,0,                 .45,                 .00,520.18,520.18,520.18,520.18,520.18,105.12,NULL,1.0,1,200.0
8255909804684618,RETURNED,2,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,102,615,                 .58,                 .00,625.02,625.02,1643.47,1643.47,625.03,321.98,NULL,6.0,6,1200.0
8255909804686019,UNRESOLVED,0,AT 200,1_Star,Standard Billing,Video Only,0, NA,20,555,                 .77,                 .00,1237.82,1237.82,1237.82,1237.82,1237.82,46.44,NULL,4.0,3,600.0
8255909804686050,UNRESOLVED,1,Americas Everything Pack,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,617,655,                 .68,              380.74,909.99,909.99,909.99,909.99,909.99,554.34,NULL,2.0,2,500.0
8255909804689211,UNRESOLVED,1,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,360,585,                1.64,             1404.10,911.39,911.39,911.39,911.39,911.39,274.42,NULL,2.0,2,500.0
8255909804695028,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,522,565,                 .33,               20.93,646.64,646.64,646.64,646.64,646.64,33.5,NULL,2.0,1,300.0
